danceability (bin);key;track_id (song_features.csv);acousticness;danceability;duration_ms;energy;instrumentalness;liveness;loudness;mode;speechiness;tempo;valence
0.72;7;2EEeOnHehOozLq4aS0n6SL;0,378;0,746;253107;0,653;0;0,229;-6,745;1;0,289;75,016;0,672
0.51;7;2SiXAy7TuUkycRVbbWDEpo;0,00287;0,532;210173;0,767;0,000513;0,39;-5,509;1;0,0574;127,361;0,755
0.75;9;2mfUa8bLs2s5N4VaqJZ4lZ;0,0416;0,755;204400;0,57;0;0,0891;-7,132;1;0,0888;102,991;0,406
0.60;2;2yLa0QULdQr0qAIvVwN6B5;0,0527;0,613;208187;0,764;0;0,197;-6,509;1;0,136;160,015;0,417
0.51;0;4v094LQ9eF10k2O2Te2ngK;0,381;0,519;223044;0,554;0;0,115;-6,412;1;0,0385;153,676;0,194
0.39;11;43ay9lQZ5rfNcOOHhRF2cM;0,000239;0,417;302147;0,824;0,0545;0,0725;-7,36;0;0,105;157,92;0,4
0.75;8;0Wv5wuenRLI3BcwgT3HPIP;0,534;0,781;198286;0,765;0;0,152;-4,092;1;0,0385;104,987;0,564
0.27;8;0Gl5s8IhMmQE5YQwM8Qx1J;0,423;0,277;207787;0,394;0;0,0952;-8,903;1;0,0336;86,777;0,227
0.60;10;0RTzJVkunbGwuRjXDFHnjf;0,0237;0,627;251147;0,847;0;0,212;-5,303;1;0,0352;126,017;0,611
0.45;9;5PIBgH1cUFwu5IiUk9tnN9;0,796;0,468;303640;0,444;0;0,619;-10,217;0;0,291;76,019;0,637
0.24;7;0RoA7ObU6phWpqhlC9zH4Z;0,243;0,265;269453;0,312;0;0,0893;-11,689;1;0,0569;54,747;0,0998
0.69;8;2Za1AlJNvksouPPWbXpR2X;0,446;0,712;240507;0,51;2,46e-05;0,112;-8,162;1;0,0633;122,964;0,268
0.72;9;6NFyWDv5CjfwuzoCkw47Xf;0,216;0,75;232253;0,404;0,000357;0,0911;-10,178;0;0,0682;95,045;0,0499
0.51;5;5Ohxk2dO5COHF1krpoPigN;0,0275;0,516;340707;0,595;0;0,109;-4,63;1;0,0313;119,972;0,222
0.60;6;6jA8HL9i4QGzsj6fjoxp8Y;0,124;0,611;221904;0,644;0;0,124;-7,607;0;0,0553;105,969;0,13
0.63;0;2cKovq3l6OJjhVVDbVKOsr;0,00433;0,638;214373;0,795;0,00139;0,153;-8,45;1;0,302;153,99;0,31
0.75;11;0P6AWOA4LG1XOctzaVu5tt;0,495;0,775;171806;0,573;0;0,126;-4,933;1;0,0585;101,925;0,667
0.87;0;4vkVvmjIiQibQ6zJnC1Q9z;0,218;0,874;203813;0,649;0;0,337;-4,385;1;0,0833;95,004;0,712
0.69;2;7w9bgPAmPTtrkt2v16QWvQ;0,00971;0,701;326467;0,728;0,00115;0,361;-4,554;1;0,255;171,388;0,0591
0.30;1;7oK9VyNzrYvRFo7nQEYkWN;0,00108;0,33;222587;0,936;0;0,0926;-3,66;1;0,0917;148,112;0,234
0.75;4;51ChrwmUPDJvedPQnIU8Ls;0,355;0,761;238440;0,386;0;0,0953;-6,158;1;0,0399;134,943;0,526
0.72;1;68EMU2RD1ECNeOeJ5qAXCV;0,621;0,728;217707;0,563;0;0,179;-8,053;0;0,134;100,017;0,352
0.72;10;3AFfyUXTfj12PgrOkZiiJo;0,13;0,748;187973;0,819;0;0,111;-4,032;0;0,198;110,645;0,792
0.45;8;4pdPtRcBmOSQDlJ3Fk945m;0,0784;0,476;205947;0,718;1,02e-05;0,122;-5,309;1;0,0576;199,864;0,142
0.60;0;5gIRPQWULwrvIt0F6pY7ph;0,234;0,604;221440;0,661;0;0,0951;-5,914;1;0,0375;107,016;0,506
0.66;11;4N1c5rmWOzRmB9SMacr5wB;0,226;0,69;252200;0,872;0;0,0858;-2,984;0;0,0588;94;0,731
0.81;5;1f5cbQtDrykjarZVrShaDI;0,501;0,839;209269;0,81;0;0,117;-5,274;0;0,0568;129,014;0,814
0.60;0;0MIcPSq9n2z5H8TAfEstri;0,103;0,608;200987;0,753;0;0,0996;-4,748;0;0,368;97,626;0,482
0.36;2;5qqabIl2vWzo9ApSC317sa;0,000452;0,378;258773;0,896;0;0,194;-4,066;1;0,0407;174,302;0,469
0.72;5;7mldq42yDuxiUNn08nvzHO;0,463;0,731;165387;0,469;1,04e-06;0,103;-7,226;1;0,0326;98,963;0,631
0.54;5;75JFxkI2RXiU7L9VXzMkle;0,727;0,56;309600;0,442;1,71e-05;0,11;-7,224;1;0,0243;146,448;0,212
0.66;7;3xWEI23MLJrD0dpDcDUTW6;0,0166;0,675;233072;0,724;0;0,697;-5,503;1;0,0787;92,051;0,506
0.81;1;2m2ZGfJcs3lHWNPzhWH3XH;0,213;0,822;256551;0,743;0,0103;0,0957;-2,038;1;0,0451;98,005;0,78
0.78;11;2YzmfPLqUx5CJOaw5ThsBV;0,0588;0,791;202636;0,839;6,26e-05;0,259;-4,284;1;0,266;170,113;0,383
0.69;7;5xNUR50KxswPRAvx7S163g;0,00558;0,702;225933;0,77;0,000802;0,211;-9,411;1;0,128;118,034;0,235
0.81;1;5YzA563GXTuwQaRq24z1k5;0,182;0,813;210773;0,876;0;0,394;-4,278;0;0,172;94,987;0,746
0.69;5;3Vo4wInECJQuz9BIBMOu8i;0,0185;0,704;217289;0,859;0;0,0215;-4,877;0;0,0996;105,115;0,926
0.51;4;3IkWmgGsXbsafrunwPojXO;0,00483;0,516;349560;0,518;0,00895;0,585;-10,383;1;0,04;108,027;0,0834
0.51;0;5uu28fUesZMl89lf9CLrgN;0,0454;0,522;193569;0,833;0;0,127;-3,715;1;0,0575;180,009;0,296
0.72;1;1L3NV7VrCiuE8C5QlhdeQL;0,0354;0,745;293947;0,579;0,0118;0,246;-5,771;1;0,138;97,002;0,645
0.69;8;66kQ7wr4d2LwwSjr7HXcyr;0,0284;0,7;235540;0,615;0,0133;0,0843;-5,387;1;0,0619;96,84;0,449
0.48;2;5hM6sP0Gh1jD57drszNueC;0,0188;0,483;244293;0,799;0;0,226;-4,567;0;0,0366;112,946;0,171
0.84;6;4xKdh72z7sb51GRyHii3B6;0,205;0,864;144560;0,484;0;0,248;-9,159;0;0,344;160,052;0,534
0.42;9;2iLGgm4O5Hia8aSfSzXS3H;0,902;0,435;242162;0,274;0;0,158;-7,84;1;0,0358;136,123;0,422
0.72;6;689uBlyIufk2LUhAwjny4w;0,157;0,745;203908;0,646;0;0,338;-6,987;0;0,17;79,993;0,46
0.33;9;0GVuLQtPXFaL18ijEOqoAa;0,3;0,351;234360;0,331;9,14e-06;0,0919;-10,316;1;0,0382;161,564;0,191
0.72;7;3GVkPk8mqxz0itaAriG1L7;0,847;0,734;95467;0,57;2,14e-05;0,112;-7,066;0;0,133;129,953;0,689
0.69;7;0taOCiup4HNG9LmbduVlJj;0,000662;0,721;156057;0,711;0;0,347;-9,294;1;0,293;107,998;0,511
0.24;6;66y7x28jXOPrcmu3D5Zjh6;0,726;0,253;60453;0,139;5,01e-05;0,269;-17,067;1;0,0414;74,369;0,102
0.84;6;1LXbv9jiTtdBdHadZ317Gt;0,205;0,864;144560;0,484;0;0,248;-9,159;0;0,344;160,052;0,534
0.69;11;6tvQzeCPwOytDlBYCIOY0n;0,0234;0,722;207630;0,744;0,000157;0,143;-5,52;0;0,0363;125,985;0,686
0.78;6;2EzRdhuoPyNJDlep7lnNf2;0,0807;0,802;215083;0,744;0;0,0917;-5,968;1;0,078;99,983;0,45
0.54;1;6yr8GiTHWvFfi4o6Q5ebdT;0,0748;0,551;297893;0,851;0;0,0784;-3,277;1;0,197;171,411;0,1
0.69;1;2Tq2R8sRftNEqdgJK5HadO;0,00433;0,699;204727;0,479;9,58e-05;0,0435;-7,83;1;0,0919;102,959;0,462
0.72;6;2u7mxWSeoqTXndK5e08jMp;0,157;0,745;203908;0,646;0;0,338;-6,987;0;0,17;79,993;0,46
0.75;2;1rfofaqEpACxVEHIZBJe6W;0,184;0,765;217307;0,523;3,56e-05;0,132;-4,333;1;0,03;104,988;0,394
0.63;0;4eWQlBRaTjPPUlzacqEeoQ;0,181;0,637;226973;0,713;0,000637;0,137;-4,333;1;0,0747;129,923;0,243
0.72;3;3iq9nhbI8fcnNamxMft1uv;0,839;0,726;214387;0,304;0;0,0853;-8,677;1;0,131;91,97;0,813
0.63;2;5HwnezK198pJCEj1l2Adjy;0,166;0,65;177160;0,758;0;0,0889;-4,02;1;0,116;94,9;0,663
0.42;7;1GO9vCm5Cra5uWGSWQ5mGK;0,21;0,425;219827;0,548;0;0,115;-6,762;1;0,114;175,756;0,282
0.72;1;4XLu3tTSZiPFVC9mmuR6Zp;0,609;0,732;164373;0,436;0;0,108;-7,409;0;0,117;94,852;0,475
0.45;0;7sTtHHrD0zDpmzQzH3zegz;0,889;0,455;178467;0,292;0;0,106;-6,792;1;0,0563;84,339;0,43
0.72;8;5xi2SXmF3A5AIsuGXiUIZu;0,43;0,737;182560;0,697;0,000382;0,0821;-5,31;1;0,0895;94,101;0,655
0.54;7;6VrCmhRBFnuGKmtNfk4jDs;0,0145;0,546;177600;0,822;0;0,742;-4,483;1;0,151;150,06;0,615
0.54;11;2gxqozTaq2NYylvS8jd57G;0,451;0,569;175653;0,649;0;0,128;-8,175;1;0,482;108,77;0,441
0.54;5;7IL3UOlcJ6nmcCMwpnlfcA;0,367;0,545;236360;0,458;0;0,118;-4,6;0;0,0279;79,943;0,164
0.69;6;2vvdTrdryjsl8DmPIMDWZU;0,132;0,719;228139;0,842;0;0,105;-3,562;0;0,0383;90,017;0,534
0.54;1;51rXHuKN8Loc4sUlKPODgH;0,000874;0,563;229670;0,717;0;0,183;-5,186;1;0,337;82,064;0,427
0.69;5;12SJpYZEdj4kzWZ8FPFg4Y;0,0322;0,715;235540;0,62;0,0142;0,0881;-5,428;0;0,0507;96,812;0,456
0.30;7;6xy6jNeNTYwjnKTDzMyHw2;0,0158;0,309;306440;0,649;0,00595;0,367;-8,994;1;0,035;166,915;0,313
0.42;7;1aLNpg2kKvUncflV8xE5AA;0,0841;0,438;274760;0,428;4,63e-05;0,138;-14,861;1;0,0263;94,864;0,209
0.81;1;76DNqvSyzL9VCkhlnByqLf;0,236;0,822;248036;0,743;0,0346;0,124;-2,152;1;0,0449;98,049;0,744
0.57;2;0zl3PdjIl320fK0pxBGWNR;0,0363;0,597;151915;0,857;0;0,407;-5,759;1;0,28;187,964;0,493
0.54;4;0md12GKBGH8ZuLG2fTfGUz;0,00313;0,551;271560;0,643;0,00385;0,421;-13,091;1;0,0353;128,661;0,514
0.36;7;1eQuRtkMEPhf2DGzpBVTE6;0,0472;0,367;271533;0,443;1,46e-06;0,344;-10,11;1;0,0235;93,93;0,149
0.54;11;7jqDzXJS0K0Re8uphYNit0;0,104;0,548;193893;0,58;0;0,127;-7,524;0;0,121;180,066;0,462
0.66;0;3towKHKVOXCCcL1fHv6xFO;0,0342;0,672;219387;0,82;6,67e-06;0,0921;-5,473;1;0,0767;100,069;0,463
0.78;11;4Z6YruMINNspGet1gQyYlK;0,00695;0,793;225600;0,554;0;0,127;-6,624;0;0,0451;119,993;0,225
0.60;9;4vKltMFviBKMdhYu3FDLY0;0,0474;0,618;181733;0,836;0;0,172;-3,362;1;0,379;212,058;0,54
0.78;4;0dLToDou8YHYJpQltj3Ijy;0,0622;0,803;210107;0,695;0;0,105;-5,164;0;0,0413;119,978;0,458
0.78;9;3js3wKPw8VxBWtcXtwyUnA;0,263;0,798;195947;0,627;0;0,211;-6,234;1;0,111;149,989;0,762
0.63;0;5CLGzJsGqhCEECcpnFQA8x;0,194;0,653;210773;0,809;0;0,165;-4,057;1;0,0474;92,213;0,55
0.42;2;5zZw8cn8WKoplKaeMPSvwi;0,418;0,424;268597;0,259;0,00247;0,354;-16,509;1;0,0531;165,755;0,316
0.75;1;0as7lPxkBPctZ7uVmchRNM;0,231;0,753;186231;0,646;0,0012;0,0961;-4,564;1;0,0973;100;0,438
0.75;6;4VVG3HBGaqSNZqIpmewIA6;0,0774;0,777;205013;0,721;0;0,0801;-6,097;1;0,0719;161,976;0,665
0.57;3;0kHTkvGavvk2MjBTSUtOZx;0,196;0,599;223787;0,734;0;0,187;-7,568;0;0,413;211,842;0,133
0.66;5;5Z0Mx6SeUAFA2rgZB9t1Nu;0,182;0,68;194173;0,613;0;0,113;-5,998;0;0,063;150,04;0,282
0.84;3;4oZhBLWGhtIyBckervj3sb;0,211;0,867;187253;0,519;8,77e-06;0,298;-5,822;0;0,0455;120,016;0,379
0.78;1;2j2fIJGh4PMdXt9ULI5Tlc;0,174;0,786;200480;0,846;0;0,413;-3,468;1;0,0505;95,005;0,819
0.75;2;0W2dRTfCkaanZgRimFEMay;0,0269;0,763;143693;0,721;0,00023;0,167;-5,293;1;0,0529;129,982;0,155
0.51;7;7amMgNDcObIDkIXv4xcvc2;0,175;0,527;202827;0,465;0;0,0661;-8,055;0;0,227;137,033;0,765
0.75;7;2XW4DbS6NddZxRPm5rMCeY;0,0309;0,758;198960;0,448;8,67e-05;0,558;-9,441;1;0,103;77,176;0,373
0.66;0;3tvkzvUTF0yoq3pdBi81I0;0,00472;0,663;255840;0,846;0;0,292;-5,226;1;0,453;75,137;0,526
0.60;9;6MNGxu8MprKGkchUchkJsy;0,0524;0,615;181733;0,833;0;0,171;-3,377;1;0,39;212,117;0,538
0.75;8;0AcHbiMs86CCgprvc7E1gs;0,175;0,776;153351;0,732;0;0,364;-3,719;1;0,081;144,076;0,383
0.93;4;2ri2wEE24Tm7fOJ7sGiz7P;0,386;0,943;162444;0,798;0,000518;0,074;-4,548;0;0,0629;134,997;0,904
0.69;7;1nfyE13arjOuO54HH0zmqj;0,425;0,697;199813;0,648;0;0,191;-7,123;1;0,128;186,125;0,313
0.90;10;6csZYoffpZ7iuSw83x2zVy;0,0546;0,913;143314;0,788;0,00064;0,168;-2,889;0;0,263;120,934;0,544
0.63;9;5goGDc74vVREyN8al8CkPh;0,00534;0,655;255840;0,839;0;0,308;-5,076;0;0,443;74,867;0,55
0.69;4;6tHWl8ows5JOZq9Yfaqn3M;0,014;0,716;133995;0,805;3,1e-06;0,291;-3,839;1;0,0856;142,886;0,719
0.57;8;6HWGLValLZlHVPjbwEW4Kq;0,00548;0,572;230400;0,88;0;0,18;-5,213;1;0,0481;115,073;0,546
0.57;6;00TVmX9spquyg0UKuN57l3;0,0063;0,581;210347;0,919;2,5e-06;0,107;-4,324;0;0,05;95,991;0,847
0.66;0;3ZhTT6yjZwpPph5MIJ53XY;0,547;0,691;262544;0,683;0;0,221;-7,335;1;0,0954;140,002;0,456
0.45;8;1p3IwVdURZOKKont78V3lg;0,000791;0,462;170920;0,849;5,6e-06;0,201;-4,635;0;0,0742;145,942;0,586
0.78;10;7rwX0O3RlxqqIjQM8evm5E;0,0564;0,807;311726;0,633;0;0,107;-6,016;0;0,0929;138,038;0,325
0.72;1;7HdZY9UJTylIiNcSDFyUDc;0,229;0,751;186231;0,658;0,00222;0,0958;-4,578;1;0,0956;100,005;0,496
0.90;9;1jr1BnpXymcf2i97mTR8tJ;0,0717;0,909;276147;0,631;0;0,108;-5,447;1;0,205;145,968;0,394
0.93;7;0wbnC9AUenxp613TYaJsGK;0,0146;0,936;255379;0,588;0;0,139;-6,948;0;0,136;124,987;0,238
0.81;2;2tek8UnoiJdkmpPMqa5KRQ;0,00316;0,814;190288;0,819;0;0,133;-5,48;1;0,251;181,958;0,517
0.78;4;4BHzHISX21PYwGXiBEUQ70;0,044;0,804;251859;0,774;1,38e-06;0,217;-5,79;0;0,0638;161,955;0,493
0.75;1;0egwbpNUagfbqFuqaPd6jt;0,246;0,781;293138;0,678;0;0,076;-4,369;1;0,059;75,95;0,355
0.69;10;09ts3GnICqYEU5PkQCpJK3;0,103;0,707;278893;0,632;1,09e-05;0,0841;-7,031;1;0,0789;97,04;0,372
0.87;2;3g9Mi3kTzzmjBUXN7wnGjI;0,0321;0,9;303077;0,517;0;0,316;-5,4;1;0,204;138,012;0,173
0.81;8;3kh6liHZ8IHHRFMHXNJ79Y;0,0768;0,815;255849;0,547;0;0,215;-4,041;1;0,0942;152;0,183
0.81;5;2KokOIKdw4zZutDil85Ugh;0,0317;0,833;202835;0,58;0;0,272;-7,57;0;0,0824;142,104;0,419
0.75;7;09IStsImFySgyp0pIQdqAc;0,171;0,753;184732;0,657;0;0,112;-3,061;1;0,0449;107,01;0,437
0.78;5;07W9fL0ee9LsqD9c3kNrdo;0,111;0,797;233880;0,341;1,08e-06;0,198;-9,733;0;0,373;165,917;0,423
0.90;11;4Kw3CztmD15X1QGDnnHmLD;0,0716;0,924;287992;0,716;0;0,201;-5,801;1;0,165;129,987;0,254
0.87;1;0G9rmRmQDFk9O2tzZLyRkc;0,0348;0,891;315185;0,333;0;0,126;-8,316;1;0,175;139,965;0,381
0.63;2;0KJEIWTEKMfBL2J7Sn3X5I;0,256;0,639;181319;0,611;0;0,112;-9,826;1;0,159;180,072;0,526
0.84;9;35ffVv9x4mtzBh5rF1K9sP;0,23;0,85;259340;0,723;0;0,0876;-6,622;0;0,205;134,011;0,817
0.66;1;2rIY8S6doGY1SEZIh7siw1;0,222;0,679;245664;0,331;2,48e-06;0,128;-9,24;0;0,177;149,949;0,217
0.84;5;0pdW4B6Sq4MMNz1sFtkR5G;0,0454;0,868;229904;0,691;0;0,166;-6,048;0;0,0799;143,043;0,34
0.69;10;3BvXHtUdGbfLOVxfRWn6NT;0,0191;0,722;312741;0,503;0;0,0999;-8,143;1;0,108;138,028;0,0715
0.87;1;4Fj5G5b8MeCrCRDP5JDvpr;0,0255;0,892;260224;0,459;0;0,149;-7,822;1;0,0951;136,982;0,104
0.93;10;2nwp9gU9ZGyKRzMswpfc7k;0,00874;0,952;270213;0,504;0;0,116;-6,716;0;0,403;135,078;0,332
0.75;10;2LOkdHHNKdEx24cQELBaD8;0,256;0,764;245798;0,854;0;0,426;-3,875;0;0,0651;124,993;0,444
0.84;1;4jB8tS25Afh6aXC5w2MbXQ;0,126;0,87;263983;0,571;0;0,0785;-7,297;0;0,19;131,073;0,159
0.75;6;7K8krdGeSIvwDGw1WUqJuK;0,538;0,78;244324;0,709;0,000362;0,112;-7,059;0;0,0836;111,038;0,711
0.54;4;2ludbmtPoyCPe2K08fAlFl;0,0977;0,542;237372;0,587;0;0,2;-6,145;1;0,035;136,915;0,243
0.78;8;5UzUZULhZL8bW4BqI1ZNOF;0,0399;0,8;317881;0,68;0;0,136;-5,361;0;0,0616;147,99;0,341
0.81;5;3XAWpSxJMPeIwxXc5g9en1;0,34;0,82;288024;0,724;0;0,23;-3,448;1;0,0435;154,965;0,279
0.81;5;3Jo2cNQKU6Je7LVClYyJH9;0,00265;0,815;295487;0,438;0,004;0,104;-7,808;1;0,0744;151,021;0,144
0.81;2;2UVbBKQOdFAekPTRsnkzcf;0,00299;0,815;190288;0,816;0;0,159;-5,474;1;0,269;181,967;0,498
0.90;2;6n4U3TlzUGhdSFbUUhTvLP;0,0739;0,909;276147;0,628;0;0,108;-5,456;1;0,201;145,905;0,406
0.87;2;4wFjTWCunQFKtukqrNijEt;0,0338;0,896;303077;0,515;0;0,317;-5,395;1;0,183;138,016;0,174
0.78;5;3OnOomd79OjqSYHchCQ6ht;0,104;0,796;233880;0,338;1,12e-06;0,165;-9,754;0;0,315;166;0,474
0.63;2;6RKkHI2fkmgZq7uQPPav8f;0,272;0,635;181319;0,601;0;0,112;-9,837;1;0,144;180,046;0,515
0.75;1;7yt6eiZQCkVFEzwGp4Pbor;0,25;0,781;293138;0,676;0;0,0783;-4,387;1;0,0596;75,944;0,328
0.90;10;1xndOD8CreR5ctkOv5G1LN;0,0396;0,91;145972;0,754;0,00154;0,122;-2,573;0;0,239;120,939;0,63
0.57;10;0jdny0dhgjUwoIp5GkqEaA;0,491;0,576;230267;0,39;0;0,111;-7,202;1;0,0297;73,433;0,319
0.81;8;43dOwOq0mB4i6j4SpcSkqC;0,0737;0,815;255849;0,551;0;0,216;-4,048;1;0,0936;152,001;0,168
0.78;0;0q75NwOoFiARAVp4EXU4Bs;0,111;0,795;275080;0,594;0;0,162;-6,2;1;0,0747;135,002;0,409
0.63;9;6SwRhMLwNqEi6alNPVG00n;0,0265;0,658;227360;0,535;0;0,2;-8,983;0;0,0573;110,684;0,419
0.63;1;0UBLhedidy1DjSF4ncF5zL;0,303;0,658;199111;0,678;0;0,361;-4,407;1;0,058;97,976;0,662
0.87;0;4pYZLpX23Vx8rwDpJCpPTA;0,0424;0,888;193173;0,664;0;0,0734;-10,13;1;0,341;140,012;0,53
0.45;0;5Db9VIdDsN5yu3Eu7CT0i4;0,568;0,479;172724;0,419;0,000217;0,11;-6,517;1;0,0389;85,014;0,186
0.72;2;4ofvoCdXq99vpMZO4Cfp8x;0,0805;0,728;211440;0,668;1,49e-05;0,102;-5,02;1;0,126;100,537;0,162
0.69;10;1LhMopPAallLeaeNutqbgS;0,103;0,707;278893;0,632;1,09e-05;0,0841;-7,031;1;0,0789;97,04;0,372
0.72;1;5ZpjODX6OH1xZs3AOewTO6;0,0354;0,745;293947;0,579;0,0118;0,246;-5,771;1;0,138;97,002;0,645
0.60;0;4KTU5aa5s547f1JF5DImhF;0,315;0,624;243987;0,452;1,02e-05;0,311;-8,206;1;0,0681;199,775;0,724
0.78;11;6jT85s2dZ55HBqjXYi2rfI;0,00695;0,793;225600;0,554;0;0,127;-6,624;0;0,0451;119,993;0,225
0.78;10;1KAhsLqLYiqCZ1G8ljKDtB;0,101;0,805;312533;0,759;0,354;0,183;-5,198;0;0,0438;120,057;0,721
0.72;1;249c7UYQRwLb8tUykq8IwX;0,0598;0,727;245080;0,85;0,000109;0,312;-4,965;1;0,0401;113,019;0,801
0.63;6;7GfhZZq8plOVTeqsDMbftc;0,149;0,658;258507;0,62;1,22e-05;0,157;-6,634;0;0,0517;89,955;0,522
0.48;3;5MbeIktglgTouqOHnVunxp;0,0011;0,482;231387;0,853;0,0498;0,229;-4,15;1;0,0331;162,058;0,196
0.60;9;3KnLHwhRhJGuQM822JVSoI;0,382;0,62;243040;0,497;0,0482;0,193;-9,585;0;0,119;155,908;0,55
0.87;11;16wWFYS9S4hKBk2Ofj3Ss6;0,0438;0,884;170200;0,547;0;0,124;-7,492;1;0,387;158,019;0,425
0.93;0;1a8051h021Rfl01OhAjjV6;0,0432;0,935;264347;0,696;0,00021;0,338;-7,185;1;0,0563;125,014;0,616
0.69;2;5GKwq4sO5ZHKuWaDmdwMQc;0,191;0,714;210818;0,736;0;0,0553;-3,801;1;0,0457;149,985;0,814
0.72;11;3mNfKVgSiejiZYmFRVjNbQ;0,23;0,752;279907;0,757;0,139;0,102;-5,174;0;0,0492;97,986;0,716
0.72;2;6ZNo7Vi0TE9ul1fhKd4S1M;0,092;0,734;211440;0,667;2,12e-05;0,104;-4,996;1;0,0871;100,578;0,165
0.60;7;7hvxMYq9JW5W0vFwiu1Zdr;0,0244;0,624;251147;0,845;0;0,264;-5,451;0;0,0353;126,021;0,615
0.72;6;7uYgVgRSgqluZclLS7wpp4;0,218;0,737;258000;0,742;0;0,316;-2,875;1;0,0441;119,966;0,386
0.72;1;42TXKY5AaAn4dzAcRLyNoK;0,252;0,749;164157;0,68;3,21e-06;0,0931;-7,084;1;0,13;174,164;0,772
0.84;8;5lZsh9Qf7CbHI9Fcc7Zcsq;0,037;0,865;97202;0,652;0;0,0925;-8,218;1;0,105;94,946;0,372
0.57;5;1OmcAT5Y8eg5bUPv9qJT4R;0,128;0,58;218320;0,531;0,000127;0,143;-6,631;0;0,0776;159,786;0,141
0.81;8;2Bv0MbaqYx2IrQa7Z6xBT0;0,00468;0,829;232863;0,575;2,42e-06;0,17;-6,667;1;0,107;151,972;0,114
0.54;7;4QfNOZN7vrQCQKK1ZJ3XPb;0,863;0,544;191813;0,379;0;0,083;-9,113;0;0,0412;199,756;0,322
0.42;8;3uhBIQ7tv8j1FME8cFGEfG;0,922;0,422;269560;0,264;0;0,132;-7,064;1;0,0322;119,93;0,331
0.42;11;2CvOqDpQIMw69cCzWqr5yr;0,273;0,422;261160;0,712;0;0,051;-5,907;0;0,1;78,454;0,471
0.51;5;2Imq77E6CEJR5TPUxlJvTY;0,0548;0,532;232187;0,642;0,000246;0,0991;-4,891;0;0,111;193,016;0,536
0.60;1;3vKU0GTHo5nl3kTCYAiqc3;0,62;0,612;130613;0,588;3,85e-06;0,264;-9,355;1;0,355;90,251;0,48
0.75;2;4iEpZuwhEuoilKaZjXQPbF;0,0211;0,763;267427;0,468;0;0,26;-8,476;1;0,278;131,004;0,351
0.72;11;3pf6HWXtEalIWoZcPTFbc6;0,0651;0,728;238893;0,706;0;0,148;-5,881;0;0,0511;140,044;0,589
0.84;1;5cXg9IQS34FzLVdHhp7hu7;0,00759;0,855;221827;0,478;0;0,101;-9,116;1;0,193;130,018;0,284
0.60;9;08bNPGLD8AhKpnnERrAc6G;0,205;0,626;202621;0,88;0;0,128;-2,384;0;0,0504;95,079;0,534
0.90;10;4qKcDkK6siZ7Jp1Jb4m0aL;0,00104;0,922;181263;0,581;5,86e-05;0,105;-7,495;1;0,27;140,022;0,595
0.69;1;0Pw6Gg8QChw5iSRRSrcWXP;0,152;0,708;180893;0,785;8,18e-05;0,406;-6,809;1;0,322;128,074;0,854
0.84;1;2tPcTFiQF9MbVUyjZ3zDhA;0,177;0,856;219307;0,652;0;0,193;-5,324;1;0,143;97,017;0,471
0.57;8;0DJBgBiYeSn6n1AXAkFVE8;0,144;0,601;208760;0,583;9,73e-05;0,183;-5,725;0;0,263;148,785;0,32
0.75;1;2rYyq0b3XWwmWl0k727OVG;0,063;0,754;184172;0,779;2,81e-05;0,0758;-3,288;0;0,0387;116,003;0,41
0.48;8;0YOXGfOvoxzAl9XkxH8eEK;0,198;0,5;272307;0,61;0;0,165;-8,812;1;0,453;180,457;0,195
0.42;11;6JnRLa50GuHzF0ucg9AGMI;0,0828;0,443;197413;0,608;0,000234;0,102;-6,708;0;0,0669;70,124;0,23
0.75;11;4YMHk2VRIQpRv4aFtRzH12;0,139;0,782;222093;0,762;0,0188;0,124;-7,143;0;0,0953;125,065;0,689
0.36;4;0bi1T5Y9aXT4JAOOU2NLcV;0,633;0,391;85267;0,442;2,35e-05;0,0835;-13,558;0;0,139;115,501;0,148
0.90;10;7qwULjvTujatIaoWC1lu8b;0,042;0,909;145972;0,755;0,00121;0,106;-2,59;0;0,236;120,948;0,638
0.60;1;35cOyocq8Gb6UcT0NWeTwn;0,28;0,629;242293;0,554;0;0,158;-6,759;1;0,326;126,694;0,308
0.72;1;6etab3UBCo5GOTMZqUvRka;0,26;0,746;164157;0,683;2,85e-06;0,0931;-7,094;1;0,136;174,152;0,748
0.69;8;3GCdLUSnKSMJhs4Tj6CV3s;0,0605;0,698;232187;0,633;0,000194;0,0926;-4,946;1;0,0597;96,924;0,552
0.75;2;4LmAnpjlhWTahvRkYR8xJa;0,0201;0,768;267427;0,471;0;0,268;-8,406;1;0,259;131,023;0,405
0.60;1;5qN4HFkapdAOV94XPryVof;0,625;0,618;130613;0,582;3,84e-06;0,265;-9,454;1;0,297;90,035;0,48
0.72;11;5jyyPsIGM2yqkZN9R3TmvN;0,0626;0,727;238893;0,72;1,21e-06;0,176;-5,856;0;0,0488;140,08;0,589
0.69;1;7bUcBztfGqO7cSI2gMZeCI;0,152;0,706;180893;0,775;3,32e-05;0,416;-6,819;1;0,335;127,929;0,847
0.48;8;4KXwFI9pgJLpUIAc9oSL8j;0,185;0,507;272307;0,606;0;0,174;-8,758;1;0,452;180,607;0,202
0.90;10;0SSfauqRemnAzOmTJyMn3v;0,0417;0,906;146000;0,708;0,000328;0,159;-3,678;0;0,244;120,948;0,55
